sale_id,channel_order,discounted_order,total_amount,sale_date_order,customer_id,country,item_id,product_id,quantity,original_price,unit_price,discount_applied,discount_percent,discounted_item,item_total,sale_date_item,channel_item,channel_campaigns,product_name,category,brand,color,size,catalog_price,cost_price,gender
1003,App Mobile,0,430.64,2025-06-06,727,Portugal,243,133,4,53.05,53.05,0.0,0.00%,0,212.2,2025-06-06,App Mobile,App Mobile,Classic Sleeveless Tee,T-Shirts,Tiva,Blue,XL,53.05,23.13,Female
1004,App Mobile,0,104.73,2025-04-27,983,Germany,2959,368,1,53.48,53.48,0.0,0.00%,0,53.48,2025-04-27,App Mobile,App Mobile,Elegant Linen Tee,T-Shirts,Tiva,Green,L,53.48,35.92,Female
1004,App Mobile,0,104.73,2025-04-27,983,Germany,2445,242,1,51.25,51.25,0.0,0.00%,0,51.25,2025-04-27,App Mobile,App Mobile,Relaxed Ribbed Shoes,Shoes,Tiva,Black,XS,51.25,35.17,Female
1006,E-commerce,0,249.21,2025-05-05,309,Spain,3185,221,1,53.7,53.7,0.0,0.00%,0,53.7,2025-05-05,E-commerce,Website Banner,Polished Silk Tee,T-Shirts,Tiva,Black,M,53.7,32.07,Female
1006,E-commerce,0,249.21,2025-05-05,309,Spain,1201,297,3,65.17,65.17,0.0,0.00%,0,195.51,2025-05-05,E-commerce,Website Banner,Essential High-Waist Shoes,Shoes,Tiva,Blue,35,65.17,41.12,Female
1007,App Mobile,0,437.52,2025-04-16,53,Italy,2288,321,3,58.09,58.09,0.0,0.00%,0,174.27,2025-04-16,App Mobile,App Mobile,Relaxed Cotton Trousers,Pants,Tiva,White,XS,58.09,32.81,Female
1007,App Mobile,0,437.52,2025-04-16,53,Italy,2515,299,5,52.65,52.65,0.0,0.00%,0,263.25,2025-04-16,App Mobile,App Mobile,Essential Wrap Dress,Dresses,Tiva,Red,S,52.65,30.9,Female
1008,App Mobile,0,386.92,2025-05-24,593,France,235,299,4,52.65,52.65,0.0,0.00%,0,210.6,2025-05-24,App Mobile,App Mobile,Essential Wrap Dress,Dresses,Tiva,Red,S,52.65,30.9,Female
1008,App Mobile,0,386.92,2025-05-24,593,France,2046,184,4,44.08,44.08,0.0,0.00%,0,176.32,2025-05-24,App Mobile,App Mobile,Vintage Wrap Trousers,Pants,Tiva,Green,L,44.08,29.23,Female
1011,App Mobile,0,212.87,2025-04-17,161,Spain,1550,292,2,40.12,40.12,0.0,0.00%,0,80.24,2025-04-17,App Mobile,App Mobile,Essential Cotton Tee,T-Shirts,Tiva,White,XS,40.12,16.5,Female
1011,App Mobile,0,212.87,2025-04-17,161,Spain,1620,489,3,44.21,44.21,0.0,0.00%,0,132.63,2025-04-17,App Mobile,App Mobile,T-Shirts Drop 5,T-Shirts,Tiva,Red,XL,44.21,30.29,Female
1013,App Mobile,0,178.68,2025-04-30,296,France,2454,420,1,72.58,72.58,0.0,0.00%,0,72.58,2025-04-30,App Mobile,App Mobile,Elegant Sleeveless Shoes,Shoes,Tiva,Green,36,72.58,45.41,Female
1013,App Mobile,0,178.68,2025-04-30,296,France,346,133,2,53.05,53.05,0.0,0.00%,0,106.1,2025-04-30,App Mobile,App Mobile,Classic Sleeveless Tee,T-Shirts,Tiva,Blue,XL,53.05,23.13,Female
1014,E-commerce,0,175.37,2025-05-16,578,Germany,1253,474,1,68.47,68.47,0.0,0.00%,0,68.47,2025-05-16,E-commerce,Website Banner,Bold Cotton Shoes,Shoes,Tiva,Red,XS,68.47,45.69,Female
1014,E-commerce,0,175.37,2025-05-16,578,Germany,2412,355,5,21.38,21.38,0.0,0.00%,0,106.9,2025-05-16,E-commerce,Website Banner,Relaxed Boxy Trousers,Pants,Tiva,Black,XL,21.38,9.0,Female
1015,App Mobile,0,355.88,2025-05-27,151,Spain,2252,8,4,50.91,50.91,0.0,0.00%,0,203.64,2025-05-27,App Mobile,App Mobile,Soft Linen Trousers,Pants,Tiva,Green,M,50.91,33.59,Female
1015,App Mobile,0,355.88,2025-05-27,151,Spain,132,387,4,38.06,38.06,0.0,0.00%,0,152.24,2025-05-27,App Mobile,App Mobile,Tailored High-Waist Set,Sleepwear,Tiva,Green,M,38.06,18.44,Female
1016,E-commerce,0,288.61,2025-04-22,973,Italy,1275,219,2,49.76,49.76,0.0,0.00%,0,99.52,2025-04-22,E-commerce,Website Banner,Polished Silk Shoes,Shoes,Tiva,Blue,40,49.76,29.6,Female
1016,E-commerce,0,288.61,2025-04-22,973,Italy,1038,206,3,63.03,63.03,0.0,0.00%,0,189.09,2025-04-22,E-commerce,Website Banner,Vintage Silk Trousers,Pants,Tiva,Blue,XL,63.03,25.39,Female
1017,App Mobile,0,274.38,2025-05-22,613,Netherlands,2064,455,3,48.03,48.03,0.0,0.00%,0,144.09,2025-05-22,App Mobile,App Mobile,Tailored Ribbed Trousers,Pants,Tiva,White,L,48.03,20.81,Female
1017,App Mobile,0,274.38,2025-05-22,613,Netherlands,2980,374,3,43.43,43.43,0.0,0.00%,0,130.29,2025-05-22,App Mobile,App Mobile,Tailored Cotton Set,Sleepwear,Tiva,Black,XL,43.43,26.27,Female
1018,E-commerce,0,272.08,2025-05-16,462,Italy,1009,312,2,43.84,43.84,0.0,0.00%,0,87.68,2025-05-16,E-commerce,Website Banner,Essential Satin Dress,Dresses,Tiva,Red,XL,43.84,18.57,Female
1018,E-commerce,0,272.08,2025-05-16,462,Italy,2897,261,4,46.1,46.1,0.0,0.00%,0,184.4,2025-05-16,E-commerce,Website Banner,Relaxed Cotton Tee,T-Shirts,Tiva,White,M,46.1,26.95,Female
1019,E-commerce,1,363.76,2025-05-06,43,Germany,2104,484,2,38.49,34.64,3.85,10.00%,1,69.28,2025-06-05,E-commerce,Website Banner,Tailored Silk Trousers,Pants,Tiva,Green,M,38.49,22.64,Female
1019,E-commerce,1,363.76,2025-05-06,43,Germany,206,403,4,81.8,73.62,8.18,10.00%,1,294.48,2025-06-05,E-commerce,Website Banner,Elegant Satin Dress,Dresses,Tiva,Red,L,81.8,45.12,Female
102,App Mobile,0,289.57,2025-06-14,692,France,1673,204,2,39.2,39.2,0.0,0.00%,0,78.4,2025-06-14,App Mobile,App Mobile,Polished Boxy Dress,Dresses,Tiva,White,XS,39.2,26.25,Female
102,App Mobile,0,289.57,2025-06-14,692,France,2686,418,3,31.84,31.84,0.0,0.00%,0,95.52,2025-06-14,App Mobile,App Mobile,Elegant Crew Shoes,Shoes,Tiva,Blue,36,31.84,15.88,Female
102,App Mobile,0,289.57,2025-06-14,692,France,2028,443,5,23.13,23.13,0.0,0.00%,0,115.65,2025-06-14,App Mobile,App Mobile,Bold Ribbed Set,Sleepwear,Tiva,Black,S,23.13,11.85,Female
1020,E-commerce,0,423.57,2025-05-17,120,Germany,2813,473,4,57.98,57.98,0.0,0.00%,0,231.92,2025-05-17,E-commerce,Website Banner,Dresses Drop 2,Dresses,Tiva,Blue,M,57.98,23.94,Female
1020,E-commerce,0,423.57,2025-05-17,120,Germany,1877,498,5,38.33,38.33,0.0,0.00%,0,191.65,2025-05-17,E-commerce,Website Banner,T-Shirts Drop 8,T-Shirts,Tiva,White,L,38.33,16.23,Female
1024,App Mobile,0,391.65,2025-04-15,331,Spain,2632,203,4,52.1,52.1,0.0,0.00%,0,208.4,2025-04-15,App Mobile,App Mobile,Polished High-Waist Dress,Dresses,Tiva,White,L,52.1,23.37,Female
1024,App Mobile,0,391.65,2025-04-15,331,Spain,1518,495,5,36.65,36.65,0.0,0.00%,0,183.25,2025-04-15,App Mobile,App Mobile,Dresses Drop 7,Dresses,Tiva,Blue,XS,36.65,19.76,Female
1025,App Mobile,0,89.97,2025-05-29,318,France,2421,253,1,50.55,50.55,0.0,0.00%,0,50.55,2025-05-29,App Mobile,App Mobile,Relaxed Ribbed Tee,T-Shirts,Tiva,Black,XL,50.55,33.13,Female
1025,App Mobile,0,89.97,2025-05-29,318,France,490,490,1,39.42,39.42,0.0,0.00%,0,39.42,2025-05-29,App Mobile,App Mobile,Bold Boxy Shoes,Shoes,Tiva,Black,35,39.42,26.3,Female
1026,E-commerce,0,218.4,2025-05-19,190,Italy,1889,418,2,31.84,31.84,0.0,0.00%,0,63.68,2025-05-19,E-commerce,Website Banner,Elegant Crew Shoes,Shoes,Tiva,Blue,36,31.84,15.88,Female
1026,E-commerce,0,218.4,2025-05-19,190,Italy,1526,233,4,38.68,38.68,0.0,0.00%,0,154.72,2025-05-19,E-commerce,Website Banner,Relaxed Wrap Shoes,Shoes,Tiva,Black,36,38.68,22.17,Female
1028,E-commerce,0,288.52,2025-05-25,475,Italy,3194,207,2,67.98,67.98,0.0,0.00%,0,135.96,2025-05-25,E-commerce,Website Banner,Vintage Boxy Tee,T-Shirts,Tiva,Red,S,67.98,29.26,Female
1028,E-commerce,0,288.52,2025-05-25,475,Italy,1734,240,4,38.14,38.14,0.0,0.00%,0,152.56,2025-05-25,E-commerce,Website Banner,Polished Linen Trousers,Pants,Tiva,Blue,M,38.14,17.28,Female
1029,E-commerce,0,229.7,2025-04-17,554,France,2219,88,1,29.81,29.81,0.0,0.00%,0,29.81,2025-04-17,E-commerce,Website Banner,Modern Satin Set,Sleepwear,Tiva,Red,L,29.81,17.63,Female
1029,E-commerce,0,229.7,2025-04-17,554,France,626,131,3,66.63,66.63,0.0,0.00%,0,199.89,2025-04-17,E-commerce,Website Banner,Classic Cotton Set,Sleepwear,Tiva,Black,S,66.63,35.0,Female
103,E-commerce,0,452.53,2025-06-13,76,Germany,1375,34,1,48.34,48.34,0.0,0.00%,0,48.34,2025-06-13,E-commerce,Website Banner,Modern Linen Dress,Dresses,Tiva,Green,S,48.34,33.1,Female
103,E-commerce,0,452.53,2025-06-13,76,Germany,1876,440,3,52.08,52.08,0.0,0.00%,0,156.24,2025-06-13,E-commerce,Website Banner,Bold Linen Shoes,Shoes,Tiva,Red,38,52.08,22.1,Female
103,E-commerce,0,452.53,2025-06-13,76,Germany,253,268,5,49.59,49.59,0.0,0.00%,0,247.95,2025-06-13,E-commerce,Website Banner,Polished Boxy Set,Sleepwear,Tiva,Black,S,49.59,30.29,Female
1030,App Mobile,0,261.25,2025-06-16,575,Netherlands,1036,65,5,27.45,27.45,0.0,0.00%,0,137.25,2025-06-16,App Mobile,App Mobile,Modern Silk Tee,T-Shirts,Tiva,Green,M,27.45,13.29,Female
1030,App Mobile,0,261.25,2025-06-16,575,Netherlands,48,122,5,24.8,24.8,0.0,0.00%,0,124.0,2025-06-16,App Mobile,App Mobile,Modern Boxy Trousers,Pants,Tiva,Green,XL,24.8,16.59,Female
1031,App Mobile,0,281.67,2025-04-06,896,Portugal,709,28,2,51.18,51.18,0.0,0.00%,0,102.36,2025-06-04,App Mobile,App Mobile,Soft Sleeveless Shoes,Shoes,Tiva,Red,38,51.18,28.37,Female
1031,App Mobile,0,281.67,2025-04-06,896,Portugal,2806,391,3,59.77,59.77,0.0,0.00%,0,179.31,2025-06-04,App Mobile,App Mobile,Elegant Wrap Dress,Dresses,Tiva,Red,XL,59.77,41.67,Female
1034,App Mobile,0,192.63,2025-05-31,342,Netherlands,110,214,1,59.07,59.07,0.0,0.00%,0,59.07,2025-05-31,App Mobile,App Mobile,Vintage Crew Trousers,Pants,Tiva,Blue,S,59.07,27.6,Female
1034,App Mobile,0,192.63,2025-05-31,342,Netherlands,3346,338,4,33.39,33.39,0.0,0.00%,0,133.56,2025-05-31,App Mobile,App Mobile,Essential Ribbed Set,Sleepwear,Tiva,White,M,33.39,20.4,Female
1035,E-commerce,0,215.07,2025-05-05,857,Germany,2358,277,1,43.92,43.92,0.0,0.00%,0,43.92,2025-05-05,E-commerce,Website Banner,Relaxed Boxy Tee,T-Shirts,Tiva,Blue,L,43.92,28.09,Female
1035,E-commerce,0,215.07,2025-05-05,857,Germany,595,388,5,34.23,34.23,0.0,0.00%,0,171.15,2025-05-05,E-commerce,Website Banner,Tailored Boxy Dress,Dresses,Tiva,Black,S,34.23,15.51,Female
1036,E-commerce,0,199.55,2025-06-13,793,Italy,3316,222,1,57.19,57.19,0.0,0.00%,0,57.19,2025-06-13,E-commerce,Website Banner,Relaxed Wrap Dress,Dresses,Tiva,Black,M,57.19,32.63,Female
1036,E-commerce,0,199.55,2025-06-13,793,Italy,2011,381,4,35.59,35.59,0.0,0.00%,0,142.36,2025-06-13,E-commerce,Website Banner,Elegant Satin Tee,T-Shirts,Tiva,White,S,35.59,15.5,Female
1038,E-commerce,0,224.2,2025-05-04,203,Italy,2221,303,2,56.58,56.58,0.0,0.00%,0,113.16,2025-04-05,E-commerce,Website Banner,Relaxed Satin Set,Sleepwear,Tiva,Green,XL,56.58,31.81,Female
1038,E-commerce,0,224.2,2025-05-04,203,Italy,2343,156,2,55.52,55.52,0.0,0.00%,0,111.04,2025-04-05,E-commerce,Website Banner,Vintage Crew Dress,Dresses,Tiva,Black,S,55.52,26.24,Female
1039,App Mobile,0,405.63,2025-06-13,460,Netherlands,1439,380,2,59.84,59.84,0.0,0.00%,0,119.68,2025-06-13,App Mobile,App Mobile,Tailored Silk Set,Sleepwear,Tiva,White,M,59.84,29.0,Female
1039,App Mobile,0,405.63,2025-06-13,460,Netherlands,2814,222,5,57.19,57.19,0.0,0.00%,0,285.95,2025-06-13,App Mobile,App Mobile,Relaxed Wrap Dress,Dresses,Tiva,Black,M,57.19,32.63,Female
104,App Mobile,0,555.25,2025-04-20,373,Spain,2337,52,2,53.61,53.61,0.0,0.00%,0,107.22,2025-04-20,App Mobile,App Mobile,Modern Linen Tee,T-Shirts,Tiva,White,XL,53.61,33.91,Female
104,App Mobile,0,555.25,2025-04-20,373,Spain,1910,88,3,29.81,29.81,0.0,0.00%,0,89.43,2025-04-20,App Mobile,App Mobile,Modern Satin Set,Sleepwear,Tiva,Red,L,29.81,17.63,Female
104,App Mobile,0,555.25,2025-04-20,373,Spain,3253,337,5,71.72,71.72,0.0,0.00%,0,358.6,2025-04-20,App Mobile,App Mobile,Essential Linen Set,Sleepwear,Tiva,Red,M,71.72,47.09,Female
1040,App Mobile,1,277.8,2025-05-16,608,France,1287,470,2,67.73,47.41,20.32,30.00%,1,94.82,2025-05-16,App Mobile,Social Media,Sleepwear Drop 2,Sleepwear,Tiva,White,XL,67.73,46.66,Female
1040,App Mobile,1,277.8,2025-05-16,608,France,2363,445,5,52.28,36.6,15.68,30.00%,1,182.98,2025-05-16,App Mobile,App Mobile,Bold Cotton Set,Sleepwear,Tiva,White,S,52.28,33.66,Female
1042,App Mobile,1,45.5,2025-05-13,822,Germany,1235,457,1,31.61,22.13,9.48,30.00%,1,22.13,2025-05-13,App Mobile,Social Media,Bold Crew Tee,T-Shirts,Tiva,Black,M,31.61,12.75,Female
1042,App Mobile,1,45.5,2025-05-13,822,Germany,715,195,2,16.69,11.68,5.01,30.00%,1,23.37,2025-05-13,App Mobile,Social Media,Vintage Crew Tee,T-Shirts,Tiva,Black,XL,16.69,8.37,Female
1044,App Mobile,0,428.76,2025-04-30,268,Germany,161,271,4,54.28,54.28,0.0,0.00%,0,217.12,2025-04-30,App Mobile,App Mobile,Essential Wrap Shoes,Shoes,Tiva,White,40,54.28,34.89,Female
1044,App Mobile,0,428.76,2025-04-30,268,Germany,2522,147,4,52.91,52.91,0.0,0.00%,0,211.64,2025-04-30,App Mobile,App Mobile,Vintage Linen Shoes,Shoes,Tiva,Black,35,52.91,30.84,Female
1045,E-commerce,0,288.98,2025-05-14,113,Germany,1680,480,1,51.63,51.63,0.0,0.00%,0,51.63,2025-05-14,E-commerce,Website Banner,Dresses Drop 5,Dresses,Tiva,Black,XL,51.63,28.75,Female
1045,E-commerce,0,288.98,2025-05-14,113,Germany,1469,410,5,47.47,47.47,0.0,0.00%,0,237.35,2025-05-14,E-commerce,Website Banner,Elegant Satin Set,Sleepwear,Tiva,White,M,47.47,20.29,Female
1047,E-commerce,0,441.52,2025-04-17,161,Spain,1750,365,2,67.76,67.76,0.0,0.00%,0,135.52,2025-04-17,E-commerce,Website Banner,Elegant Wrap Tee,T-Shirts,Tiva,Green,XS,67.76,46.24,Female
1047,E-commerce,0,441.52,2025-04-17,161,Spain,1613,112,5,61.2,61.2,0.0,0.00%,0,306.0,2025-04-17,E-commerce,Website Banner,Modern Sleeveless Set,Sleepwear,Tiva,Black,XS,61.2,27.44,Female
1049,App Mobile,0,291.23,2025-04-19,294,Italy,2797,179,2,44.59,44.59,0.0,0.00%,0,89.18,2025-04-19,App Mobile,App Mobile,Vintage Satin Tee,T-Shirts,Tiva,Blue,XS,44.59,30.37,Female
1049,App Mobile,0,291.23,2025-04-19,294,Italy,2172,1,5,40.41,40.41,0.0,0.00%,0,202.05,2025-04-19,App Mobile,App Mobile,Soft Wrap Dress,Dresses,Tiva,Green,S,40.41,20.7,Female
1050,E-commerce,1,376.24,2025-04-06,122,Germany,2985,286,4,58.91,53.02,5.89,10.00%,1,212.08,2025-06-04,E-commerce,Website Banner,Essential Satin Shoes,Shoes,Tiva,Blue,36,58.91,24.2,Female
1050,E-commerce,1,376.24,2025-04-06,122,Germany,1535,199,5,36.48,32.83,3.65,10.00%,1,164.16,2025-06-04,E-commerce,Website Banner,Polished Sleeveless Dress,Dresses,Tiva,Green,S,36.48,24.3,Female
1052,E-commerce,0,189.24,2025-04-24,563,Netherlands,2705,77,2,52.38,52.38,0.0,0.00%,0,104.76,2025-04-24,E-commerce,Website Banner,Classic Linen Dress,Dresses,Tiva,Black,XS,52.38,33.07,Female
1052,E-commerce,0,189.24,2025-04-24,563,Netherlands,2518,149,2,42.24,42.24,0.0,0.00%,0,84.48,2025-04-24,E-commerce,Website Banner,Classic Crew Trousers,Pants,Tiva,Green,L,42.24,17.55,Female
1053,E-commerce,0,300.19,2025-04-14,620,Netherlands,53,421,3,50.89,50.89,0.0,0.00%,0,152.67,2025-04-14,E-commerce,Website Banner,Elegant Sleeveless Set,Sleepwear,Tiva,Green,XS,50.89,32.44,Female
1053,E-commerce,0,300.19,2025-04-14,620,Netherlands,481,251,4,36.88,36.88,0.0,0.00%,0,147.52,2025-04-14,E-commerce,Website Banner,Relaxed Wrap Tee,T-Shirts,Tiva,Green,S,36.88,18.01,Female
1054,App Mobile,0,238.03,2025-04-28,493,Germany,1425,181,1,52.18,52.18,0.0,0.00%,0,52.18,2025-04-28,App Mobile,App Mobile,Vintage High-Waist Shoes,Shoes,Tiva,Black,35,52.18,26.21,Female
1054,App Mobile,0,238.03,2025-04-28,493,Germany,2667,50,3,61.95,61.95,0.0,0.00%,0,185.85,2025-04-28,App Mobile,App Mobile,Modern Wrap Tee,T-Shirts,Tiva,Red,M,61.95,28.22,Female
1055,App Mobile,0,297.78,2025-05-21,492,Germany,574,111,3,60.36,60.36,0.0,0.00%,0,181.08,2025-05-21,App Mobile,App Mobile,Modern Sleeveless Trousers,Pants,Tiva,White,XS,60.36,29.39,Female
1055,App Mobile,0,297.78,2025-05-21,492,Germany,1781,477,3,38.9,38.9,0.0,0.00%,0,116.7,2025-05-21,App Mobile,App Mobile,Bold Silk Shoes,Shoes,Tiva,Red,36,38.9,16.42,Female
1058,E-commerce,0,339.2,2025-05-26,163,Italy,951,146,2,81.06,81.06,0.0,0.00%,0,162.12,2025-05-26,E-commerce,Website Banner,Vintage Wrap Shoes,Shoes,Tiva,White,36,81.06,33.32,Female
1058,E-commerce,0,339.2,2025-05-26,163,Italy,863,29,4,44.27,44.27,0.0,0.00%,0,177.08,2025-05-26,E-commerce,Website Banner,Soft Linen Set,Sleepwear,Tiva,White,XS,44.27,25.58,Female
1059,App Mobile,1,291.47,2025-05-18,640,France,2902,446,2,55.14,38.6,16.54,30.00%,1,77.2,2025-05-18,App Mobile,Social Media,Bold Cotton Tee,T-Shirts,Tiva,Black,L,55.14,37.73,Female
1059,App Mobile,1,291.47,2025-05-18,640,France,1160,428,5,61.22,42.85,18.37,30.00%,1,214.27,2025-05-18,App Mobile,App Mobile,Elegant High-Waist Shoes,Shoes,Tiva,Blue,38,61.22,40.79,Female
106,E-commerce,0,298.75,2025-04-25,21,France,1817,178,1,39.34,39.34,0.0,0.00%,0,39.34,2025-04-25,E-commerce,Website Banner,Classic Boxy Trousers,Pants,Tiva,Black,XS,39.34,20.3,Female
106,E-commerce,0,298.75,2025-04-25,21,France,3041,136,2,46.8,46.8,0.0,0.00%,0,93.6,2025-04-25,E-commerce,Website Banner,Classic Cotton Trousers,Pants,Tiva,Red,XS,46.8,23.26,Female
106,E-commerce,0,298.75,2025-04-25,21,France,167,97,3,55.27,55.27,0.0,0.00%,0,165.81,2025-04-25,E-commerce,Website Banner,Modern High-Waist Shoes,Shoes,Tiva,Red,36,55.27,30.78,Female
1060,App Mobile,1,64.19,2025-05-18,648,Germany,3065,202,1,41.88,29.32,12.56,30.00%,1,29.32,2025-05-18,App Mobile,Social Media,Vintage High-Waist Tee,T-Shirts,Tiva,Green,XL,41.88,17.81,Female
1060,App Mobile,1,64.19,2025-05-18,648,Germany,423,245,2,24.91,17.44,7.47,30.00%,1,34.87,2025-05-18,App Mobile,Social Media,Relaxed Cotton Dress,Dresses,Tiva,Blue,L,24.91,10.08,Female
1061,App Mobile,0,242.94,2025-04-05,201,France,2406,357,2,56.91,56.91,0.0,0.00%,0,113.82,2025-05-04,App Mobile,App Mobile,Essential Boxy Set,Sleepwear,Tiva,Green,XL,56.91,23.22,Female
1061,App Mobile,0,242.94,2025-04-05,201,France,2681,369,3,43.04,43.04,0.0,0.00%,0,129.12,2025-05-04,App Mobile,App Mobile,Tailored Crew Dress,Dresses,Tiva,Green,XL,43.04,19.74,Female
1062,App Mobile,0,268.2,2025-05-05,100,Italy,1108,69,3,49.98,49.98,0.0,0.00%,0,149.94,2025-05-05,App Mobile,App Mobile,Modern Linen Shoes,Shoes,Tiva,White,38,49.98,21.11,Female
1062,App Mobile,0,268.2,2025-05-05,100,Italy,1192,490,3,39.42,39.42,0.0,0.00%,0,118.26,2025-05-05,App Mobile,App Mobile,Bold Boxy Shoes,Shoes,Tiva,Black,35,39.42,26.3,Female
1064,E-commerce,0,286.5,2025-04-18,670,Italy,1395,105,3,36.9,36.9,0.0,0.00%,0,110.7,2025-04-18,E-commerce,Website Banner,Classic Cotton Tee,T-Shirts,Tiva,Black,S,36.9,24.81,Female
1064,E-commerce,0,286.5,2025-04-18,670,Italy,1819,454,5,35.16,35.16,0.0,0.00%,0,175.8,2025-04-18,E-commerce,Website Banner,Bold Crew Set,Sleepwear,Tiva,Black,L,35.16,23.62,Female
1066,E-commerce,0,415.38,2025-05-14,340,Italy,23,118,2,46.99,46.99,0.0,0.00%,0,93.98,2025-05-14,E-commerce,Website Banner,Classic Silk Tee,T-Shirts,Tiva,Blue,M,46.99,21.43,Female
1066,E-commerce,0,415.38,2025-05-14,340,Italy,1726,260,5,64.28,64.28,0.0,0.00%,0,321.4,2025-05-14,E-commerce,Website Banner,Relaxed Silk Dress,Dresses,Tiva,White,XS,64.28,27.59,Female
1067,App Mobile,0,200.77,2025-05-30,176,Germany,2645,452,1,30.85,30.85,0.0,0.00%,0,30.85,2025-05-30,App Mobile,App Mobile,Bold Crew Dress,Dresses,Tiva,Red,XS,30.85,17.51,Female
1067,App Mobile,0,200.77,2025-05-30,176,Germany,2237,263,4,42.48,42.48,0.0,0.00%,0,169.92,2025-05-30,App Mobile,App Mobile,Relaxed High-Waist Shoes,Shoes,Tiva,White,XS,42.48,18.78,Female
1068,E-commerce,0,452.65,2025-05-19,104,Netherlands,1100,433,5,60.12,60.12,0.0,0.00%,0,300.6,2025-05-19,E-commerce,Website Banner,Essential Boxy Trousers,Pants,Tiva,Red,XS,60.12,35.2,Female
1068,E-commerce,0,452.65,2025-05-19,104,Netherlands,561,431,5,30.41,30.41,0.0,0.00%,0,152.05,2025-05-19,E-commerce,Website Banner,Elegant Boxy Shoes,Shoes,Tiva,Blue,35,30.41,13.47,Female
1070,App Mobile,0,246.2,2025-04-30,244,Netherlands,1456,144,1,41.84,41.84,0.0,0.00%,0,41.84,2025-04-30,App Mobile,App Mobile,Classic Silk Trousers,Pants,Tiva,Blue,L,41.84,20.51,Female
1070,App Mobile,0,246.2,2025-04-30,244,Netherlands,3172,11,4,51.09,51.09,0.0,0.00%,0,204.36,2025-04-30,App Mobile,App Mobile,Soft Ribbed Shoes,Shoes,Tiva,Green,38,51.09,20.75,Female
1071,App Mobile,0,240.94,2025-06-05,338,Spain,2364,498,2,38.33,38.33,0.0,0.00%,0,76.66,2025-05-06,App Mobile,App Mobile,T-Shirts Drop 8,T-Shirts,Tiva,White,L,38.33,16.23,Female
1071,App Mobile,0,240.94,2025-06-05,338,Spain,3336,389,3,54.76,54.76,0.0,0.00%,0,164.28,2025-05-06,App Mobile,App Mobile,Tailored Boxy Set,Sleepwear,Tiva,Black,XL,54.76,34.24,Female
1078,E-commerce,0,332.1,2025-06-16,521,France,338,125,2,61.27,61.27,0.0,0.00%,0,122.54,2025-06-16,E-commerce,Website Banner,Classic Satin Shoes,Shoes,Tiva,Green,35,61.27,28.7,Female
